;time;IPO_entropy;IPO_complexity;IPO_fisher_shanon;IPO_edge_entropy;IPO_edge_complexity;IPO_edge_fisher_shannon;IPO_number_nodes;IPO_self_transition;IPD_entropy;IPD_complexity;IPD_fisher_shanon;IPD_edge_entropy;IPD_edge_complexity;IPD_edge_fisher_shannon;IPD_number_nodes;IPD_self_transition;TP_entropy;TP_complexity;TP_fisher_shanon;TP_edge_entropy;TP_edge_complexity;TP_edge_fisher_shannon;TP_number_nodes;TP_self_transition
1156;[1056, 1157];0.9910457517545629;0.008855084741885802;0.007088665071588852;0.9306282244165778;0.057455224443704545;0.033493649053890316;18.0;0.09183673469387754;0.9910457517545629;0.008855084741885802;0.007088665071588852;0.9306282244165778;0.057455224443704545;0.033493649053890316;18.0;0.09183673469387754;0.9967320531083673;0.0031854699825972816;0.004228032095302114;0.9789848253208955;0.020031194717033057;0.02243762698540755;18.0;0.0510204081632653
1157;[1057, 1158];0.9897383150062548;0.010276406593526466;0.00961878013275079;0.9306282244165778;0.057455224443704545;0.033493649053890316;18.0;0.09183673469387754;0.9897383150062548;0.010276406593526466;0.00961878013275079;0.9306282244165778;0.057455224443704545;0.033493649053890316;18.0;0.09183673469387754;0.9960033698302512;0.003922667772318842;0.005321650178325846;0.9488801212514659;0.05009849909615667;0.07260032500972276;18.0;0.0510204081632653
1158;[1058, 1159];0.9910457517545629;0.008855084741885802;0.007088665071588852;0.9306282244165778;0.057455224443704545;0.033493649053890316;18.0;0.09183673469387754;0.9910457517545629;0.008855084741885802;0.007088665071588852;0.9306282244165778;0.057455224443704545;0.033493649053890316;18.0;0.09183673469387754;0.995706523162902;0.004192743463167673;0.005847755986932029;0.9282136470754652;0.06591012330472461;0.11082670234910257;18.0;0.0510204081632653
1159;[1059, 1160];0.9916559531219791;0.008296957134433045;0.005104163794240495;0.9583183511448947;0.03705930285435575;0.02426453731552766;18.0;0.09183673469387754;0.9916559531219791;0.008296957134433045;0.005104163794240495;0.9583183511448947;0.03705930285435575;0.02426453731552766;18.0;0.09183673469387754;0.9949273918678655;0.005004906649282148;0.007122152255158174;0.9282136470754652;0.06591012330472461;0.11082670234910257;18.0;0.0510204081632653
1160;[1060, 1161];0.9910457517545629;0.008855084741885802;0.007088665071588852;0.9583183511448947;0.03705930285435575;0.02426453731552766;18.0;0.09183673469387754;0.9910457517545629;0.008855084741885802;0.007088665071588852;0.9583183511448947;0.03705930285435575;0.02426453731552766;18.0;0.09183673469387754;0.9929747075606288;0.006867038521829381;0.008994361675841538;0.9282136470754652;0.06591012330472461;0.11082670234910257;18.0;0.0510204081632653
1161;[1061, 1162];0.9894691784093097;0.01032140184267518;0.0072896558574567045;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9894691784093097;0.01032140184267518;0.0072896558574567045;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9940351988815082;0.005815534830491844;0.00796952975929455;0.9282136470754652;0.06591012330472461;0.11082670234910257;18.0;0.0510204081632653
1162;[1062, 1163];0.9894691784093097;0.01032140184267518;0.0077449440576282435;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9894691784093097;0.01032140184267518;0.0077449440576282435;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.992137606156568;0.007764149937676803;0.011247089168933922;0.9607329284860074;0.03998276446058072;0.06187702030635964;18.0;0.0510204081632653
1163;[1063, 1164];0.991976972501666;0.007824399466248657;0.00466166849734643;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.991976972501666;0.007824399466248657;0.00466166849734643;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9899163688217879;0.009843897952839461;0.013473095586905301;0.9607329284860074;0.03998276446058072;0.06187702030635964;18.0;0.0510204081632653
1164;[1064, 1165];0.9904844184450018;0.009175531976948518;0.006372633849328251;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9904844184450018;0.009175531976948518;0.006372633849328251;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9899163688217879;0.009843897952839461;0.013473095586905301;0.9607329284860074;0.03998276446058072;0.06187702030635964;18.0;0.0510204081632653
1165;[1065, 1166];0.9897052871499653;0.009979478277882717;0.007495932700302649;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9897052871499653;0.009979478277882717;0.007495932700302649;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9899163688217879;0.009843897952839461;0.013473095586905301;0.9607329284860074;0.03998276446058072;0.06187702030635964;18.0;0.0510204081632653
1166;[1066, 1167];0.9914821535039647;0.008220994766451961;0.0050952696655542935;0.9488801212514659;0.05009849909615667;0.05273549718498637;18.0;0.08163265306122448;0.9914821535039647;0.008220994766451961;0.0050952696655542935;0.9488801212514659;0.05009849909615667;0.05273549718498637;18.0;0.08163265306122448;0.9929747075606288;0.006867038521829381;0.008994361675841538;0.9607329284860074;0.03998276446058072;0.042012192481623266;18.0;0.0510204081632653
1167;[1067, 1168];0.9929747075606288;0.006867038521829381;0.0035288704286227093;0.9488801212514659;0.05009849909615667;0.05273549718498637;18.0;0.08163265306122448;0.9929747075606288;0.006867038521829381;0.0035288704286227093;0.9488801212514659;0.05009849909615667;0.05273549718498637;18.0;0.08163265306122448;0.9929747075606288;0.006867038521829381;0.008994361675841538;0.873457956570801;0.13748854455069606;0.22984543193808787;18.0;0.0510204081632653
1168;[1068, 1169];0.991976972501666;0.007824399466248414;0.0037195191559486586;0.9306282244165778;0.06882298225072127;0.08373412263472582;18.0;0.08163265306122448;0.991976972501666;0.007824399466248414;0.0037195191559486586;0.9306282244165778;0.06882298225072127;0.08373412263472582;18.0;0.08163265306122448;0.994106411171798;0.005708721965763753;0.007187564229635794;0.873457956570801;0.13748854455069606;0.2742645373155277;18.0;0.0510204081632653
1169;[1069, 1170];0.9905134608477335;0.009294419959096389;0.004240627907372692;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.08163265306122448;0.9905134608477335;0.009294419959096389;0.004240627907372692;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.08163265306122448;0.9929747075606288;0.006867038521829381;0.008969442632863655;0.873457956570801;0.13748854455069606;0.2742645373155277;18.0;0.0510204081632653
1170;[1070, 1171];0.991976972501666;0.007824399466248414;0.0037195191559486586;0.9583183511448947;0.03705930285435575;0.02426453731552766;18.0;0.08163265306122448;0.991976972501666;0.007824399466248414;0.0037195191559486586;0.9583183511448947;0.03705930285435575;0.02426453731552766;18.0;0.08163265306122448;0.9914821535039647;0.008220994766451961;0.011035874738053113;0.873457956570801;0.13748854455069606;0.2742645373155277;18.0;0.0510204081632653
1171;[1071, 1172];0.991129581187832;0.008568391093380338;0.003413535891964235;0.9306282244165778;0.06882298225072127;0.0502404735808355;18.0;0.08163265306122448;0.991129581187832;0.008568391093380338;0.003413535891964235;0.9306282244165778;0.06882298225072127;0.0502404735808355;18.0;0.08163265306122448;0.9937033908387448;0.006134258942431616;0.008963948527607788;0.8433532525013715;0.1600207811327745;0.29774575140626314;18.0;0.0510204081632653
1172;[1072, 1173];0.9914821535039647;0.008220994766451961;0.0050952696655542935;0.9306282244165778;0.06882298225072127;0.0502404735808355;18.0;0.08163265306122448;0.9914821535039647;0.008220994766451961;0.0050952696655542935;0.9306282244165778;0.06882298225072127;0.0502404735808355;18.0;0.08163265306122448;0.9927056557797821;0.007093069022915456;0.010881005951297377;0.8433532525013715;0.1600207811327745;0.29774575140626314;18.0;0.0510204081632653
1173;[1073, 1174];0.9914821535039647;0.008220994766451961;0.005877586085849132;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9914821535039647;0.008220994766451961;0.005877586085849132;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9927056557797821;0.007093069022915456;0.010881005951297377;0.8433532525013715;0.1600207811327745;0.29774575140626314;18.0;0.0510204081632653
1174;[1074, 1175];0.9923295448177984;0.007476436588457966;0.00635387021778295;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9923295448177984;0.007476436588457966;0.00635387021778295;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9896473170409411;0.010068411527902183;0.01566420627716096;0.8433532525013715;0.1600207811327745;0.29774575140626314;18.0;0.0510204081632653
1175;[1075, 1176];0.991976972501666;0.007824399466248657;0.00466166849734643;0.9583183511448947;0.03705930285435575;0.02426453731552766;18.0;0.08163265306122448;0.991976972501666;0.007824399466248657;0.00466166849734643;0.9583183511448947;0.03705930285435575;0.02426453731552766;18.0;0.08163265306122448;0.9906450520999038;0.009115596024487832;0.013442682438671553;0.8433532525013715;0.1600207811327745;0.29774575140626314;18.0;0.0510204081632653
1176;[1076, 1177];0.991976972501666;0.007824399466248414;0.0037195191559486586;0.9583183511448947;0.03705930285435575;0.02426453731552766;18.0;0.08163265306122448;0.991976972501666;0.007824399466248414;0.0037195191559486586;0.9583183511448947;0.03705930285435575;0.02426453731552766;18.0;0.08163265306122448;0.9906450520999038;0.009115596024487832;0.013442682438671553;0.8433532525013715;0.1600207811327745;0.29774575140626314;18.0;0.0510204081632653
1177;[1077, 1178];0.9905134608477335;0.009294419959096389;0.004240627907372692;0.9123763275816898;0.07563039202841369;0.07733232557983565;18.0;0.08163265306122448;0.9905134608477335;0.009294419959096389;0.004240627907372692;0.9123763275816898;0.07563039202841369;0.07733232557983565;18.0;0.08163265306122448;0.9909768601426672;0.008798863726744453;0.011806513158451597;0.873457956570801;0.13748854455069606;0.2742645373155277;18.0;0.0510204081632653
1178;[1078, 1179];0.9907954524666748;0.00904769710680514;0.005047196907519857;0.8941244307468018;0.09303329449446315;0.08556060667904788;18.0;0.08163265306122448;0.9907954524666748;0.00904769710680514;0.005047196907519857;0.8941244307468018;0.09303329449446315;0.08556060667904788;18.0;0.08163265306122448;0.9909768601426672;0.008798863726744453;0.011806513158451597;0.873457956570801;0.13748854455069606;0.2742645373155277;18.0;0.0510204081632653
1179;[1079, 1180];0.9899032594803174;0.00985127789189724;0.006196685591798577;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.08163265306122448;0.9899032594803174;0.00985127789189724;0.006196685591798577;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.08163265306122448;0.9913294324587999;0.008451603847720873;0.012272533251293112;0.873457956570801;0.13748854455069606;0.2742645373155277;18.0;0.0510204081632653
1180;[1080, 1181];0.9880056667553773;0.011783948750370999;0.005847965034357213;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.08163265306122448;0.9880056667553773;0.011783948750370999;0.005847965034357213;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.08163265306122448;0.9909768601426671;0.008798863726744452;0.011806513158451598;0.873457956570801;0.13748854455069606;0.2742645373155277;18.0;0.0510204081632653
1181;[1081, 1182];0.9880056667553773;0.011783948750370999;0.005847965034357213;0.8941244307468018;0.09303329449446315;0.08556060667904788;18.0;0.08163265306122448;0.9880056667553773;0.011783948750370999;0.005847965034357213;0.8941244307468018;0.09303329449446315;0.08556060667904788;18.0;0.08163265306122448;0.9909768601426671;0.008798863726744452;0.011806513158451598;0.9607329284860074;0.03998276446058072;0.06187702030635964;18.0;0.0510204081632653
1182;[1082, 1183];0.9880056667553773;0.011783948750370999;0.005847965034357213;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.07142857142857142;0.9880056667553773;0.011783948750370999;0.005847965034357213;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.07142857142857142;0.9902924797837711;0.009462375613275892;0.011807287309936203;0.9607329284860074;0.03998276446058072;0.047373844833304805;18.0;0.04081632653061224
1183;[1083, 1184];0.9895822401006306;0.010322179462236552;0.006561020393690632;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.07142857142857142;0.9895822401006306;0.010322179462236552;0.006561020393690632;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.07142857142857142;0.9911295811878318;0.00856839109338058;0.009893138345479563;0.9607329284860074;0.03998276446058072;0.047373844833304805;18.0;0.04081632653061224
1184;[1084, 1185];0.9880056667553773;0.01178394875037124;0.0068762867993955295;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.07142857142857142;0.9880056667553773;0.01178394875037124;0.0068762867993955295;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.07142857142857142;0.991858264465948;0.007838241733405332;0.008514156775143734;0.9583183511448949;0.03705930285435576;0.027421428391579024;18.0;0.04081632653061224
1185;[1085, 1186];0.98521588104408;0.014504604071893407;0.009174062759270888;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.07142857142857142;0.98521588104408;0.014504604071893407;0.009174062759270888;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.07142857142857142;0.9906450520999038;0.009115596024487832;0.010437089441796497;0.9488801212514659;0.05009849909615667;0.07260032500972276;18.0;0.0510204081632653
1186;[1086, 1187];0.9829946437092997;0.016554369518551968;0.008692510127525605;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.08163265306122448;0.9829946437092997;0.016554369518551968;0.008692510127525605;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.08163265306122448;0.9902924797837711;0.00946237561327565;0.00952435251576808;0.9488801212514659;0.05009849909615667;0.07260032500972276;18.0;0.061224489795918366
1187;[1087, 1188];0.9792096321733121;0.020195219943905034;0.01152473493963004;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.09183673469387754;0.9792096321733121;0.020195219943905034;0.01152473493963004;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.09183673469387754;0.9879245517145836;0.011922456229560657;0.012107772657559863;0.9607329284860074;0.03998276446058072;0.06187702030635964;18.0;0.07142857142857142
1188;[1088, 1189];0.9803133609400454;0.01926287595127467;0.010203314625491995;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.08163265306122448;0.9816872069609914;0.01795369833011604;0.012098025913227166;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.08163265306122448;0.9886089320734794;0.011262265306838165;0.013056705464407953;0.9607329284860074;0.03998276446058072;0.06187702030635964;18.0;0.061224489795918366
1189;[1089, 1190];0.9833716996788862;0.016344782528901463;0.009605413397273539;0.8457678298424841;0.15263918322465928;0.19605743120599303;18.0;0.07142857142857142;0.9847455456998324;0.01502728144716287;0.01118584882371823;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.07142857142857142;0.9889615043896122;0.010916728416689338;0.013200405675402179;0.9607329284860074;0.03998276446058072;0.06187702030635964;18.0;0.0510204081632653
1190;[1090, 1191];0.9857274043191757;0.014101227799733232;0.009323930862448213;0.7638802312078818;0.19906690997501417;0.2598810166392986;18.0;0.08163265306122448;0.9871012503401221;0.012777338871865355;0.010594125912534466;0.9282136470754652;0.06591012330472369;0.06844260329452097;18.0;0.08163265306122448;0.9886089320734796;0.011262265306838166;0.013669734168851824;0.9607329284860074;0.03998276446058072;0.06187702030635964;18.0;0.061224489795918366
1191;[1091, 1192];0.9866318207344309;0.013110466290519845;0.006830156853813245;0.7939849352773116;0.18123764129908979;0.21279743413451446;18.0;0.08163265306122448;0.984880013005342;0.014835047720945935;0.011722853179418413;0.9282136470754652;0.06591012330472369;0.06844260329452097;18.0;0.08163265306122448;0.9902924797837713;0.009462375613275651;0.010458287230006526;0.9607329284860074;0.03998276446058072;0.06187702030635964;18.0;0.061224489795918366
1192;[1092, 1193];0.9842761160941415;0.01535851188807815;0.006924519453932339;0.7939849352773116;0.18123764129908979;0.21279743413451446;18.0;0.08163265306122448;0.9825243083650522;0.017074855897663586;0.012134027952697744;0.9282136470754652;0.06591012330472369;0.06844260329452097;18.0;0.08163265306122448;0.9906450520999038;0.009115596024487832;0.009831014649395287;0.9488801212514659;0.05009849909615667;0.07260032500972276;18.0;0.061224489795918366
1193;[1093, 1194];0.9866318207344311;0.013110466290519849;0.005932066768348111;0.8457678298424841;0.15263918322465928;0.19605743120599303;18.0;0.08163265306122448;0.9847455456998324;0.01502728144716287;0.01118584882371823;0.9282136470754652;0.06591012330472369;0.06844260329452097;18.0;0.08163265306122448;0.9879637693306494;0.011866074671109285;0.01238223006037971;0.9282136470754652;0.06591012330472461;0.07455401316467095;18.0;0.061224489795918366
1194;[1094, 1195];0.9866318207344309;0.013110466290519845;0.005644040505913002;0.8457678298424841;0.15263918322465928;0.19605743120599303;18.0;0.08163265306122448;0.9851485660328854;0.0146092636023283;0.01017371727263958;0.9282136470754652;0.06591012330472369;0.06844260329452097;18.0;0.08163265306122448;0.9872350860525332;0.012590338920541504;0.012384691645858774;0.9099617502405772;0.08386502482452303;0.1232127051635166;18.0;0.061224489795918366
1195;[1095, 1196];0.9891396148267874;0.010627845326884128;0.00321257005886938;0.8457678298424841;0.15263918322465928;0.19605743120599303;18.0;0.08163265306122448;0.9851485660328854;0.0146092636023283;0.01017371727263958;0.9282136470754652;0.06591012330472369;0.06844260329452097;18.0;0.08163265306122448;0.9907637601356217;0.009101926047073564;0.00834527259246818;0.9099617502405772;0.08386502482452303;0.1232127051635166;18.0;0.061224489795918366
1196;[1096, 1197];0.9860812760879464;0.013581379882609358;0.003911521824493933;0.8433532525013715;0.1600207811327745;0.2434353653889816;18.0;0.08163265306122448;0.983371699678886;0.01634478252890146;0.009114634638581202;0.9282136470754652;0.06591012330472369;0.06844260329452097;18.0;0.08163265306122448;0.9886900471142732;0.011123606360885132;0.008959414521006459;0.8856014073204163;0.09657933898699346;0.08248781395182474;17.0;0.061224489795918366
1197;[1097, 1198];0.9827665998962063;0.016725238843067834;0.005397017901776843;0.9306282244165778;0.06882298225072127;0.08373412263472582;18.0;0.09183673469387754;0.9793298190516342;0.020365881084064015;0.0136876621806687;0.9282136470754652;0.06591012330472369;0.06844260329452097;18.0;0.08163265306122448;0.9851613730311848;0.014597340188907112;0.012672732728027297;0.7466742611455683;0.20338545139882966;0.31715728752538097;17.0;0.061224489795918366
1198;[1098, 1199];0.9827665998962063;0.016725238843067834;0.005397017901776843;0.8433532525013715;0.1600207811327745;0.2434353653889816;18.0;0.09183673469387754;0.9793298190516342;0.020365881084064015;0.0136876621806687;0.9282136470754652;0.06591012330472369;0.06844260329452097;18.0;0.08163265306122448;0.9851613730311848;0.014597340188907112;0.012672732728027297;0.8856014073204163;0.09657933898699346;0.10270283880790512;17.0;0.061224489795918366
1199;[1099, 1200];0.9849775473212131;0.014525829688905518;0.0035724959225790576;0.8433532525013715;0.1600207811327745;0.2434353653889816;18.0;0.09183673469387754;0.9815510563864144;0.01833266449158569;0.012047073213877603;0.8640197266773723;0.1178401222720609;0.11589736465688685;18.0;0.08163265306122448;0.9863221190450856;0.013575644634688468;0.011753042531637068;0.956650471575569;0.04270672693661934;0.05389945163664661;17.0;0.061224489795918366
1200;[1100, 1201];0.9882922235129533;0.011367267084345245;0.002766803907290929;0.8433532525013715;0.1600207811327745;0.2434353653889816;18.0;0.09183673469387754;0.9831276297316677;0.016891194571450316;0.012283746019263816;0.8640197266773723;0.1178401222720609;0.11589736465688685;18.0;0.09183673469387754;0.9853243839861229;0.014519706093525282;0.013256685355739976;0.8830258581565628;0.10494387467497812;0.15332202715749704;17.0;0.07142857142857142
1201;[1101, 1202];0.9860812760879464;0.013581379882609358;0.003911521824493933;0.9488801212514659;0.05009849909615667;0.04957860610893501;18.0;0.09183673469387754;0.9800692909928267;0.019806836403729905;0.014324327528035688;0.8640197266773723;0.1178401222720609;0.11589736465688685;18.0;0.09183673469387754;0.9822660452472819;0.017449478891500766;0.015739107183702965;0.8830258581565628;0.10494387467497812;0.15332202715749704;17.0;0.07142857142857142
1202;[1102, 1203];0.9840075630665979;0.015583884512003024;0.0033738253321589635;0.9789848253208955;0.020031194717033057;0.00855743120599307;18.0;0.09183673469387754;0.9787747092665148;0.020998733226903127;0.013339061083874577;0.8640197266773723;0.1178401222720609;0.11589736465688685;18.0;0.09183673469387754;0.9816872069609914;0.01795369833011628;0.01530467125876064;0.8830258581565628;0.10494387467497812;0.15332202715749704;17.0;0.07142857142857142
1203;[1103, 1204];0.9857844294205972;0.013845833261607616;0.0030466781938971875;0.9306282244165778;0.06882298225072127;0.052484122634725835;18.0;0.09183673469387754;0.9806198356393114;0.019342382107059828;0.01216024354784873;0.8640197266773723;0.1178401222720609;0.11589736465688685;18.0;0.09183673469387754;0.9852158810440798;0.014504604071893643;0.011922366945601403;0.8830258581565628;0.10494387467497812;0.15332202715749704;17.0;0.07142857142857142
1204;[1104, 1205];0.9878581424419458;0.011835945654365977;0.002669081119325387;0.8433532525013715;0.1600207811327745;0.1888739062510181;18.0;0.09183673469387754;0.9841111716200788;0.015780281909926;0.009971828765112664;0.8640197266773723;0.1178401222720609;0.11589736465688685;18.0;0.09183673469387754;0.9880056667553773;0.01178394875037124;0.01034371705484177;0.8830258581565628;0.10494387467497812;0.15332202715749704;17.0;0.07142857142857142
1205;[1105, 1206];0.9882922235129533;0.011367267084345245;0.002766803907290929;0.8433532525013715;0.1600207811327745;0.1888739062510181;18.0;0.09183673469387754;0.9831276297316677;0.016891194571450316;0.012283746019263816;0.8640197266773723;0.1178401222720609;0.11589736465688685;18.0;0.09183673469387754;0.9880056667553773;0.01178394875037124;0.01034371705484177;0.8798570461711475;0.10954180855490345;0.1892415028125263;18.0;0.07142857142857142
1206;[1106, 1207];0.9860812760879464;0.013581379882609358;0.003911521824493933;0.8616051493362595;0.14525605675646372;0.21654618710151277;18.0;0.09183673469387754;0.9800692909928267;0.019806836403729905;0.014324327528035688;0.9607329284860074;0.03998276446058072;0.030627020306359644;18.0;0.09183673469387754;0.986792454389333;0.013051415672480094;0.010566750757534068;0.9187754171820363;0.07821885334427424;0.11519660940672624;18.0;0.07142857142857142
1207;[1107, 1208];0.983200680967214;0.016261188144772103;0.004032620207452765;0.8616051493362595;0.14525605675646372;0.21654618710151277;18.0;0.09183673469387754;0.9784927176475735;0.02123895583177324;0.013906175303106689;0.9908376325554372;0.00919559653943412;0.003156891076051365;18.0;0.09183673469387754;0.9871242624320963;0.012737261933185496;0.009188331616381658;0.9099617502405772;0.08386502482452259;0.1345102887217908;18.0;0.0816326530612245
1208;[1108, 1209];0.9829038342998648;0.016524035745439015;0.003047201162530909;0.9488801212514659;0.05009849909615667;0.04957860610893501;18.0;0.09183673469387754;0.9790432622940581;0.020776089843711393;0.011615769443132402;0.9400664543100068;0.05624129096313678;0.041011361842472824;18.0;0.09183673469387754;0.9871242624320963;0.012737261933185496;0.008453177762366168;0.9187754171820363;0.07821885334427424;0.11519660940672624;18.0;0.0816326530612245
1209;[1109, 1210];0.9857844294205972;0.013845833261607616;0.0030466781938971875;0.9488801212514659;0.05009849909615667;0.04957860610893501;18.0;0.08163265306122448;0.9806198356393114;0.019342382107059828;0.01216024354784873;0.9400664543100068;0.056241290963136306;0.047325143994575554;18.0;0.0816326530612245;0.9867924543893332;0.013051415672480096;0.009968927744734407;0.9187754171820363;0.07821885334427424;0.11519660940672624;18.0;0.07142857142857142
1210;[1110, 1211];0.9884086870884303;0.01136318392886098;0.0023733519904196223;0.9488801212514659;0.050098499096156206;0.03283178158198984;18.0;0.08163265306122448;0.9841111716200788;0.015780281909926;0.009780746174395314;0.9400664543100068;0.05624129096313678;0.060915077445469354;18.0;0.0816326530612245;0.9880056667553773;0.01178394875037124;0.009559688572616062;0.9187754171820363;0.07821885334427424;0.11519660940672624;18.0;0.07142857142857142
1211;[1111, 1212];0.9878581424419458;0.011835945654365977;0.002669081119325387;0.9488801212514659;0.050098499096156206;0.03283178158198984;18.0;0.08163265306122448;0.9841111716200788;0.015780281909926;0.009971828765112664;0.9789848253208955;0.020031194717033057;0.00855743120599307;18.0;0.0816326530612245;0.9863221190450856;0.013575644634688468;0.010320931000895527;0.9607329284860076;0.03998276446058072;0.05339736465688687;18.0;0.07142857142857142
1212;[1112, 1213];0.9857844294205972;0.013845833261607616;0.002264361773602349;0.9789848253208955;0.020031194717033057;0.00855743120599307;18.0;0.08163265306122448;0.9828165898937666;0.016982613069085196;0.009109910671064083;0.9789848253208955;0.020031194717033057;0.00855743120599307;18.0;0.0816326530612245;0.9886900471142733;0.011123606360885134;0.007862902401796433;0.9607329284860076;0.03998276446058072;0.05339736465688687;18.0;0.07142857142857142
1213;[1113, 1214];0.9857844294205972;0.013845833261607616;0.002264361773602349;0.8941244307468018;0.09303329449446358;0.07234895045946221;18.0;0.08163265306122448;0.9860767109493116;0.01375229341143751;0.005976351011834279;0.9789848253208955;0.020031194717033057;0.00855743120599307;18.0;0.0816326530612245;0.9886900471142733;0.011123606360885134;0.007862902401796433;0.9306282244165778;0.06882298225072127;0.069230947161671;18.0;0.07142857142857142
1214;[1114, 1215];0.9860529824481407;0.013619564949317821;0.002341339846225846;0.9607329284860074;0.03998276446058072;0.025304255732938236;18.0;0.08163265306122448;0.9857947193303703;0.013996470912990043;0.006290634977921393;0.8640197266773723;0.1178401222720609;0.11589736465688685;18.0;0.0816326530612245;0.9886900471142733;0.011123606360885134;0.007862902401796433;0.9488801212514659;0.05009849909615574;0.0388553014055719;18.0;0.07142857142857142
1215;[1115, 1216];0.9833716996788862;0.01634478252890122;0.0035108568198936986;0.9607329284860074;0.03998276446058072;0.025304255732938236;18.0;0.08163265306122448;0.9825345982748254;0.01722503015022358;0.0082439384488191;0.8941244307468018;0.09303329449446358;0.07234895045946221;18.0;0.0816326530612245;0.9866539270878489;0.013261821119566114;0.008627113833472509;0.9789848253208955;0.020031194717032096;0.007644189183832046;18.0;0.0816326530612245
1216;[1116, 1217];0.9803133609400453;0.019262875951274426;0.0035602128299742023;0.9607329284860074;0.03998276446058072;0.025304255732938236;18.0;0.08163265306122448;0.9803133609400454;0.01926287595127443;0.00795413771797972;0.8941244307468018;0.09303329449446358;0.07234895045946221;18.0;0.0816326530612245;0.9886900471142732;0.011123606360885132;0.006472089762067722;0.9789848253208955;0.020031194717032096;0.007644189183832046;18.0;0.0816326530612245
1217;[1117, 1218];0.9825243083650522;0.017074855897663586;0.003672967092758847;0.9607329284860074;0.03998276446058072;0.025304255732938236;18.0;0.08163265306122448;0.9822660452472819;0.017449478891500766;0.007600843229951941;0.8941244307468018;0.09303329449446358;0.07234895045946221;18.0;0.0816326530612245;0.9896320565244525;0.010252423658533617;0.006479651691782113;0.9488801212514659;0.05009849909615574;0.0388553014055719;18.0;0.0816326530612245
1218;[1118, 1219];0.9847455456998324;0.01502728144716287;0.0032586652308576663;0.9607329284860076;0.03998276446058026;0.025304255732938236;18.0;0.08163265306122448;0.9853243839861229;0.01451970609352504;0.006091972669484827;0.9123763275816898;0.07563039202841412;0.053397364656886846;18.0;0.0816326530612245;0.9919877611647422;0.007979621592744965;0.005186643551462489;0.9488801212514659;0.05009849909615574;0.0388553014055719;18.0;0.0816326530612245
1219;[1119, 1220];0.9835847996859316;0.016045579732880396;0.003425842097639392;0.9488801212514659;0.050098499096156206;0.04135032500972276;18.0;0.08163265306122448;0.9853243839861229;0.01451970609352504;0.005165526720953399;0.9583183511448949;0.03705930285435576;0.011095431938087817;18.0;0.0816326530612245;0.9923011158648091;0.007688512880107473;0.004382039976671552;0.9488801212514659;0.05009849909615574;0.0388553014055719;18.0;0.0816326530612245
