;time;IPO_entropy;IPO_complexity;IPO_fisher_shanon;IPO_edge_entropy;IPO_edge_complexity;IPO_edge_fisher_shannon;IPO_number_nodes;IPO_self_transition;IPD_entropy;IPD_complexity;IPD_fisher_shanon;IPD_edge_entropy;IPD_edge_complexity;IPD_edge_fisher_shannon;IPD_number_nodes;IPD_self_transition;TP_entropy;TP_complexity;TP_fisher_shanon;TP_edge_entropy;TP_edge_complexity;TP_edge_fisher_shannon;TP_number_nodes;TP_self_transition
509;[462, 510];0.9924090641386039;0.007548406613879531;0.005494886802126437;0.920239072258317;0.07371028253262968;0.1020665848667518;16.0;0.06666666666666667;0.9890265758888503;0.01096901384550824;0.007076731321187028;0.8609816190354953;0.11845802399520118;0.0734436241554554;17.0;0.06666666666666667;0.9214318664996939;0.07434976193347019;0.08399478800242316;0.6918670800096114;0.2508223135093226;0.33981137949147966;16.0;0.26666666666666666
510;[463, 511];0.9924090641386039;0.007548406613879287;0.00344156880892199;0.920239072258317;0.07371028253262968;0.1020665848667518;16.0;0.06666666666666667;0.9890265758888503;0.010969013845507756;0.005750939621050373;0.9245387872348441;0.07224132745313476;0.011479671980398148;17.0;0.06666666666666667;0.9028384195687437;0.0922670195384581;0.10246676172478615;0.7064881049118202;0.24804552095743646;0.35592435798404487;15.0;0.26666666666666666
511;[464, 512];0.9924090641386039;0.007548406613879531;0.005174916676877966;0.976119161532783;0.02213151372672462;0.02961108432941757;17.0;0.06666666666666667;0.9918980361820955;0.00832256264698212;0.004133984900536329;0.7982546354435072;0.17316037272725354;0.11722284088173722;17.0;0.06666666666666667;0.9028384195687437;0.0922670195384581;0.10246676172478615;0.7064881049118202;0.24804552095743646;0.35592435798404487;15.0;0.28888888888888886
512;[465, 513];0.9924090641386039;0.007548406613879531;0.005174916676877966;0.976119161532783;0.02213151372672462;0.02961108432941757;17.0;0.06666666666666667;0.9918980361820955;0.00832256264698212;0.004133984900536329;0.7982546354435072;0.17316037272725354;0.11722284088173722;17.0;0.06666666666666667;0.8948956849117943;0.09791422079107924;0.10487863770783006;0.7177622660637883;0.24528008890503622;0.5029915320718538;14.0;0.3111111111111111
513;[466, 514];0.9924090641386039;0.007548406613879531;0.005174916676877966;0.976119161532783;0.02213151372672462;0.02961108432941757;17.0;0.06666666666666667;0.99566885041333;0.004317087184806331;0.0026062140954381547;0.8314454838586239;0.16576716623440682;0.11658009841878221;17.0;0.06666666666666667;0.8844244834963406;0.11086351739771837;0.11413376615440267;0.88972137527189;0.12718228729685196;0.19100186494851307;13.0;0.3111111111111111
514;[467, 515];0.9924090641386039;0.007548406613879531;0.005174916676877966;0.976119161532783;0.02213151372672462;0.02961108432941757;17.0;0.06666666666666667;0.99566885041333;0.004317087184806331;0.003607536711831872;0.7787859454862934;0.1860462774421467;0.14417256670006054;17.0;0.044444444444444446;0.8736244570491819;0.12038725706142453;0.14221426673422788;0.88972137527189;0.12718228729685196;0.19100186494851307;13.0;0.3111111111111111
515;[468, 516];0.9895376038453586;0.010198490045190713;0.008041180337588332;0.976119161532783;0.02213151372672462;0.02961108432941757;17.0;0.06666666666666667;0.9941482710648063;0.005773492445899072;0.0046516115171535794;0.8635571681993488;0.1432438427554448;0.07850179406729366;17.0;0.044444444444444446;0.8768842433239085;0.11796880719312143;0.13275455143577278;0.88972137527189;0.12718228729685196;0.19100186494851307;13.0;0.3111111111111111
516;[469, 517];0.9941482710648063;0.005773492445899072;0.004707569672371461;0.976119161532783;0.02213151372672462;0.02961108432941757;17.0;0.06666666666666667;0.9956688504133301;0.004317087184806331;0.002563461906510164;0.7787859454862934;0.1860462774421467;0.14417256670006054;17.0;0.044444444444444446;0.8619615013169092;0.13176934084799224;0.16914594272864106;0.8596610491977074;0.10878703256586222;0.08504589979582;13.0;0.3111111111111111
517;[470, 518];0.9958874779910085;0.003992321765726093;0.0027280898611403586;0.9566504715755689;0.04270672693661957;0.038429397798721454;17.0;0.06666666666666667;0.9903774568335717;0.00976725328441819;0.007666025461674724;0.8019093486817523;0.17888781461463432;0.22052463800650243;17.0;0.044444444444444446;0.8768842433239085;0.11796880719312143;0.13275455143577278;0.8223773393621179;0.13030216898601021;0.10184026103921935;14.0;0.3111111111111111
518;[471, 519];0.9958874779910085;0.003992321765726093;0.0027280898611403586;0.9566504715755689;0.04270672693661933;0.03266882166011696;17.0;0.06666666666666667;0.9903774568335717;0.00976725328441819;0.007666025461674724;0.6724542145549578;0.21741098188996127;0.239052429175127;17.0;0.044444444444444446;0.8750826555195169;0.11885617216746167;0.13594536426547424;0.8710490642551527;0.13801399544121393;0.09763107293781748;14.0;0.28888888888888886
519;[472, 520];0.9941482710648063;0.005773492445899315;0.005383636768715838;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.044444444444444446;0.985766789614124;0.014156591822020587;0.012736832595276444;0.7787859454862932;0.18604627744214663;0.22630928720465232;17.0;0.022222222222222223;0.9000245883060802;0.09384314966512784;0.10600423495148285;0.8223773393621179;0.13030216898601021;0.10184026103921935;14.0;0.28888888888888886
520;[473, 521];0.9903774568335717;0.00976725328441819;0.0070260852111777815;0.9681905137485697;0.03239630306032309;0.022747103546281754;16.0;0.022222222222222223;0.9791245150896442;0.020675041887168503;0.01677306821304978;0.7593172555290794;0.1980767680018762;0.24147985875776878;17.0;0.022222222222222223;0.893094097107403;0.09887009031564276;0.10746594766430327;0.7052429155952145;0.21336651431464906;0.27863060625896396;15.0;0.28888888888888886
521;[474, 522];0.9903774568335717;0.00976725328441819;0.0070260852111777815;0.8441150748420817;0.15873593569905012;0.18037917895084554;16.0;0.022222222222222223;0.9828953293208788;0.016769343668210125;0.015066247921469385;0.8303663197842321;0.1315019535724593;0.11723297174735059;17.0;0.022222222222222223;0.8948956849117943;0.09791422079107924;0.10487863770783006;0.7052429155952145;0.21336651431464906;0.27863060625896396;15.0;0.28888888888888886
522;[475, 523];0.9941482710648063;0.005773492445899315;0.003976839649217669;0.9245387872348441;0.0722413274531352;0.07074712601160552;17.0;0.044444444444444446;0.9766815055062298;0.02348440408682444;0.019878819986744692;0.8303663197842321;0.1315019535724593;0.11723297174735059;17.0;0.022222222222222223;0.9113128776983445;0.0841425550398131;0.08339523300247913;0.8509553984313722;0.11557254473102739;0.10060535154596437;15.0;0.28888888888888886
523;[476, 524];0.9941482710648063;0.005773492445899315;0.005383636768715838;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.044444444444444446;0.9828953293208788;0.016769343668210125;0.017896880808224918;0.8303663197842321;0.1315019535724593;0.11723297174735059;17.0;0.022222222222222223;0.9113128776983445;0.0841425550398131;0.08339523300247913;0.8509553984313722;0.11557254473102739;0.10060535154596437;15.0;0.28888888888888886
524;[477, 525];0.9903774568335717;0.00976725328441819;0.0070260852111777815;0.8856014073204163;0.13030509801016818;0.14246125995305925;17.0;0.044444444444444446;0.9750377405535212;0.02423796083592117;0.02352131946560934;0.8303663197842321;0.1315019535724593;0.11723297174735059;17.0;0.022222222222222223;0.9113128776983445;0.0841425550398131;0.08339523300247913;0.768975708906196;0.1921360548717021;0.18222843898959742;15.0;0.28888888888888886
525;[478, 526];0.9903774568335717;0.00976725328441819;0.006137970081603452;0.8856014073204163;0.13030509801016818;0.14246125995305925;17.0;0.044444444444444446;0.9750377405535212;0.02423796083592117;0.02352131946560934;0.6345252314044247;0.25698807786995775;0.4504906208587142;17.0;0.022222222222222223;0.9113128776983445;0.0841425550398131;0.08339523300247913;0.8509553984313722;0.11557254473102739;0.10060535154596437;15.0;0.28888888888888886
526;[479, 527];0.9903774568335717;0.00976725328441819;0.0071820448869251595;0.8635571681993488;0.14324384275544563;0.12588217313656283;17.0;0.044444444444444446;0.9770693478585534;0.022084187345211635;0.025622638490233794;0.6345252314044247;0.2569880778699581;0.5057190958417935;17.0;0.022222222222222223;0.9159958260805673;0.08095928558821579;0.08768029567694792;0.7052429155952145;0.21336651431464906;0.27863060625896396;15.0;0.28888888888888886
527;[480, 528];0.9890265758888501;0.010969013845508238;0.008288211538596619;0.8314454838586239;0.16576716623440765;0.19574180681374548;17.0;0.044444444444444446;0.9747495238793235;0.023921754859127158;0.025984040817236764;0.6345252314044247;0.2569880778699581;0.5057190958417935;17.0;0.022222222222222223;0.9103786597411758;0.08467963551659573;0.08229759815614515;0.7052429155952145;0.21336651431464906;0.27863060625896396;15.0;0.28888888888888886
528;[481, 529];0.9956688504133301;0.004317087184806331;0.003607536711831872;0.7383521804824036;0.23672075203482584;0.411835127400627;17.0;0.044444444444444446;0.9784202288032747;0.020912668029665096;0.022194452936943537;0.6345252314044247;0.2569880778699581;0.5057190958417935;17.0;0.022222222222222223;0.9103786597411758;0.08467963551659573;0.08229759815614515;0.7052429155952145;0.21336651431464906;0.27863060625896396;15.0;0.28888888888888886
529;[482, 530];0.9974080573395325;0.0025306220531242205;0.002409459684171575;0.7383521804824036;0.23672075203482584;0.411835127400627;17.0;0.06666666666666667;0.9747495238793235;0.023921754859127158;0.025984040817236764;0.6345252314044247;0.2569880778699581;0.5057190958417935;17.0;0.022222222222222223;0.9103786597411758;0.08467963551659573;0.08229759815614515;0.7052429155952145;0.21336651431464906;0.27863060625896396;15.0;0.28888888888888886
530;[483, 531];0.9974080573395325;0.0025306220531239763;0.002409459684171575;0.9566504715755689;0.04270672693661933;0.03266882166011696;17.0;0.06666666666666667;0.9784202288032747;0.020912668029665096;0.022194452936943537;0.8303663197842321;0.1315019535724593;0.11723297174735059;17.0;0.022222222222222223;0.9237302292437402;0.07383224441002967;0.0681220762126697;0.6724079489385069;0.2529549356433967;0.3489152603740189;15.0;0.28888888888888886
531;[484, 532];0.9941482710648061;0.005773492445899314;0.0053408845797878485;0.799333799517899;0.18613927924796106;0.21759546816668066;17.0;0.06666666666666667;0.9739456119148281;0.02586719124284253;0.024790523103359437;0.9151375424972876;0.0781069856660928;0.07947201162278739;17.0;0.022222222222222223;0.9137558872817589;0.0816914976145133;0.0736663374542992;0.8509553984313722;0.1540793684887149;0.23629205920957622;15.0;0.28888888888888886
532;[485, 533];0.99088848479008;0.008995042024669032;0.008371019819549994;0.8729584129369051;0.13850724725576827;0.14813887549804208;17.0;0.06666666666666667;0.9702749069908773;0.02884307104120629;0.02632382122879945;0.9151375424972876;0.0781069856660928;0.07947201162278739;17.0;0.022222222222222223;0.9184388356639818;0.07848486748206268;0.07779681042390399;0.8509553984313722;0.1540793684887149;0.23629205920957622;15.0;0.26666666666666666
533;[486, 534];0.9895376038453586;0.010198490045190713;0.009152227504410596;0.8729584129369051;0.13850724725576827;0.14813887549804208;17.0;0.06666666666666667;0.9656642397714295;0.03305038255206965;0.02998490640805068;0.9151375424972876;0.0781069856660928;0.07947201162278739;17.0;0.022222222222222223;0.9274009341676912;0.07118807156301817;0.0725455306917409;0.8880073419014395;0.1287409651756179;0.1961930967089863;15.0;0.24444444444444444
534;[487, 535];0.9910581831938825;0.008755710734108541;0.009855542109456293;0.8649743855105251;0.14289574335923638;0.15511234823241501;16.0;0.06666666666666667;0.9725947309701068;0.02702620853017901;0.025039125858747253;0.9151375424972876;0.0781069856660928;0.07947201162278739;17.0;0.022222222222222223;0.9274009341676912;0.07118807156301817;0.0725455306917409;0.9475231583990614;0.05186115021048181;0.02838228514344358;15.0;0.2222222222222222
535;[488, 536];0.9890265758888503;0.01096901384550824;0.011739503999708014;0.8785204509214299;0.13468333864757576;0.12917798389640708;16.0;0.06666666666666667;0.9674034466976317;0.031369870089466574;0.027281988193771506;0.9346062324545015;0.05923630142030885;0.04374545263197102;17.0;0.022222222222222223;0.9274009341676912;0.07118807156301817;0.0725455306917409;0.9475231583990614;0.05186115021048181;0.02838228514344358;15.0;0.2222222222222222
536;[489, 537];0.9849398013527275;0.014609963076501682;0.013121064989666177;0.8880073419014395;0.1287409651756179;0.12704082858849736;15.0;0.06666666666666667;0.9615774652353065;0.03650934816770867;0.031105703373018535;0.93102562070795;0.060196592948233346;0.030250626961323253;16.0;0.022222222222222223;0.9448898713622894;0.0530556656890592;0.053264658249595476;0.8850355544046856;0.09799017286575601;0.07380055094775162;15.0;0.2222222222222222
537;[490, 538];0.9849398013527275;0.014609963076501682;0.013121064989666177;0.8880073419014395;0.1287409651756179;0.12704082858849736;15.0;0.06666666666666667;0.9615774652353065;0.03650934816770867;0.031105703373018535;0.9329350879565487;0.06252685030320915;0.05089270770427419;15.0;0.022222222222222223;0.939272705022898;0.057090913627844436;0.04994794141740099;0.955398960984103;0.0412932566316014;0.026395826962124603;15.0;0.2222222222222222
538;[491, 539];0.9849398013527275;0.014609963076501682;0.013121064989666177;0.8880073419014395;0.1287409651756179;0.12704082858849736;15.0;0.06666666666666667;0.9615774652353065;0.03650934816770867;0.031105703373018535;0.9074994274322401;0.07887823108827346;0.07196191521184772;15.0;0.0;0.9481496576370158;0.050137990163073236;0.045291949415350294;0.955398960984103;0.0412932566316014;0.026395826962124603;15.0;0.2222222222222222
539;[492, 540];0.9927973901200849;0.00698536308091575;0.006090954260363402;0.8255197379070637;0.16589883345222914;0.2191615220202473;15.0;0.06666666666666667;0.9522980181366718;0.04661271520071036;0.04183965707818099;0.8509553984313722;0.11557254473102739;0.09400639480543321;15.0;0.0;0.9423236761746903;0.0550516185506906;0.04969272072943674;0.9329350879565487;0.06252685030320915;0.04429375096374304;15.0;0.2222222222222222
540;[493, 541];0.9895376038453586;0.010198490045190713;0.007725591784173506;0.7884677944369964;0.1869077515077925;0.23951157558671737;15.0;0.06666666666666667;0.9581239995989971;0.0415886233563809;0.0324272582849988;0.8509553984313722;0.11557254473102718;0.10720430828649552;15.0;0.0;0.9516031232733252;0.04514567316246536;0.035771277299594284;0.9329350879565487;0.06252685030320915;0.051707313823536334;15.0;0.2222222222222222
541;[494, 542];0.9912768107715608;0.008433436843507055;0.008946758793980119;0.8255197379070637;0.16589883345222914;0.2191615220202473;15.0;0.06666666666666667;0.9548642133242707;0.0445697994077029;0.041002248780595184;0.955398960984103;0.0412932566316014;0.019796870221593453;15.0;0.0;0.9615774652353065;0.03650934816770844;0.026509943804827657;0.9681905137485697;0.0323963030603238;0.015863080890759405;16.0;0.2
542;[495, 543];0.9912768107715608;0.008433436843506814;0.008946758793980117;0.8958831444864813;0.09237506002467023;0.09012099040413923;15.0;0.06666666666666667;0.9594748805437185;0.04046848312335941;0.031753656096198235;0.9329350879565487;0.06252685030320915;0.05089270770427419;15.0;0.0;0.9667687495077814;0.032221480628103205;0.027562744030300734;0.8785204509214299;0.13468333864757576;0.1515933590672366;16.0;0.2
543;[496, 544];0.9941482710648063;0.005773492445899072;0.005972904258795768;0.8958831444864813;0.09237506002467023;0.09012099040413923;15.0;0.06666666666666667;0.9617947045229482;0.03870144566592769;0.03187917089303168;0.955398960984103;0.0412932566316014;0.019796870221593453;15.0;0.0;0.9647371422027492;0.03433022371029155;0.026011568423312446;0.8097096987627334;0.18039783327647607;0.25000000000000006;16.0;0.2
544;[497, 545];0.9895376038453584;0.010198490045190712;0.010330465931331972;0.8509553984313722;0.1540793684887149;0.18110444880847615;15.0;0.06666666666666667;0.9483925418644729;0.05415973163607677;0.037748148255514424;0.9329350879565487;0.06252685030320915;0.05089270770427419;15.0;0.0;0.9750377405535212;0.024237960835921644;0.01976806855823783;0.8830258581565625;0.10494387467497746;0.1375841619908444;17.0;0.17777777777777776
545;[498, 546];0.9895376038453584;0.010198490045190712;0.010330465931331972;0.8757609339601583;0.10705928250739702;0.09839875036625254;16.0;0.06666666666666667;0.9646661648161935;0.036212222777176645;0.024769371391134887;0.8734192714589268;0.13735883353869802;0.24785254865158707;15.0;0.0;0.9727179165742915;0.026066355601337653;0.021932810445798992;0.9245387872348441;0.0722413274531343;0.07074712601160552;17.0;0.15555555555555556
546;[499, 547];0.985766789614124;0.014156591822020587;0.009851092545148247;0.8340423126232713;0.16301782493737846;0.14442732142973486;16.0;0.06666666666666667;0.9580238902917136;0.04243418922227404;0.031747154714391844;0.8479836109346183;0.15023063880291096;0.29520941075627855;15.0;0.0;0.9742384959228154;0.02467340437308292;0.02020604320105235;0.8729584129369051;0.13850724725576805;0.12526960902465767;17.0;0.15555555555555556
547;[500, 548];0.9842462102656001;0.0155831811106515;0.014187818698074603;0.8145523430652634;0.17231900802393277;0.13768192553188344;17.0;0.06666666666666667;0.9658814790590711;0.03525094642484902;0.02705982418176251;0.8255197379070639;0.16589883345222917;0.22073873498176566;15.0;0.0;0.9727179165742913;0.02606635560133765;0.018899073406502123;0.8729584129369051;0.13850724725576805;0.12526960902465767;17.0;0.15555555555555556
548;[501, 549];0.981680015078001;0.01777197596008632;0.014248680548237335;0.8314454838586239;0.16576716623440682;0.052745159575782026;17.0;0.06666666666666667;0.9658814790590711;0.03525094642484902;0.024401235650633075;0.8340423126232713;0.16301782493737846;0.1935291518529098;16.0;0.0;0.9816800150780008;0.017771975960086554;0.014287806340399188;0.8314454838586239;0.16576716623440743;0.17655386594490052;17.0;0.15555555555555556
549;[502, 550];0.9875059965403264;0.012405372984442633;0.010255071186064611;0.8314454838586239;0.16576716623440682;0.052745159575782026;17.0;0.06666666666666667;0.9780323864509511;0.0223153100722633;0.016850589014000522;0.8204962472123667;0.17013020891482739;0.1463682414558104;16.0;0.0;0.9816800150780008;0.017771975960086554;0.014287806340399188;0.8314454838586239;0.16576716623440743;0.17655386594490052;17.0;0.15555555555555556
550;[503, 551];0.9890265758888501;0.010969013845507754;0.008288211538596619;0.8785204509214299;0.13468333864757598;0.08481636832233648;16.0;0.08888888888888889;0.9842462102656001;0.0155831811106515;0.011393577739733804;0.760396419603471;0.20058148516824845;0.12150698882071964;17.0;0.022222222222222223;0.9832005944265249;0.016352616390076;0.01474723277341667;0.8635571681993488;0.14324384275544563;0.13771730053718984;17.0;0.15555555555555556
551;[504, 552];0.985766789614124;0.014156591822020587;0.013712894876198919;0.8204962472123667;0.17013020891482739;0.1463682414558104;16.0;0.08888888888888889;0.9857667896141238;0.014156591822020581;0.012736832595276443;0.799333799517899;0.18613927924795987;0.07038187266672274;17.0;0.022222222222222223;0.9742384959228154;0.02467340437308292;0.02020604320105235;0.8576611402529865;0.1510811565075869;0.1314104258682581;16.0;0.15555555555555556
552;[505, 553];0.981680015078001;0.01777197596008632;0.01638756130092887;0.8312827956619999;0.13665894469252676;0.10913314607145859;16.0;0.08888888888888889;0.9857667896141238;0.014156591822020581;0.01064712267365726;0.8314454838586239;0.16576716623440682;0.052745159575782026;17.0;0.022222222222222223;0.9665040927596426;0.032649838172955664;0.02835962491110897;0.8441150748420817;0.15873593569905012;0.11331490300564764;16.0;0.15555555555555556
553;[506, 554];0.9739456119148283;0.025867191242842532;0.021915056362961045;0.8479836109346183;0.12449066977913095;0.09936892826927932;15.0;0.06666666666666667;0.9924090641386039;0.007548406613879531;0.005814856927374909;0.8314454838586239;0.16576716623440682;0.052745159575782026;17.0;0.022222222222222223;0.9649835134111188;0.03401855005857418;0.031613107587647196;0.9337851376692214;0.06368767510851152;0.04801393426471231;16.0;0.13333333333333333
554;[507, 555];0.9646661648161935;0.03621222277717689;0.02861848254515497;0.9329350879565487;0.06252685030320915;0.05830627056406749;15.0;0.06666666666666667;0.9895376038453586;0.010198490045190713;0.008836638950995769;0.8019093486817523;0.17888781461463432;0.09295188081177361;17.0;0.022222222222222223;0.9570407787541695;0.04064599975826096;0.03826278985268563;0.8441150748420817;0.1587359356990499;0.12452640321273578;16.0;0.13333333333333333
555;[508, 556];0.9701747976835937;0.02970078604485933;0.028784574940495838;0.8509553984313722;0.1540793684887149;0.19154094806936572;15.0;0.06666666666666667;0.9927973901200849;0.00698536308091575;0.007096665739959236;0.8785204509214299;0.13468333864757576;0.08016478763866518;16.0;0.022222222222222223;0.9514236124147778;0.04481437056172096;0.04100529018538425;0.8204962472123667;0.1701302089148268;0.16764411106550367;16.0;0.15555555555555556
556;[509, 557];0.9763886214982426;0.02307198507951359;0.023312815066203925;0.8576611402529865;0.1510811565075869;0.16456054123524058;16.0;0.08888888888888889;0.9956688504133301;0.004317087184806331;0.0043395619633941306;0.944007477192058;0.05302369343549271;0.028595479208968308;17.0;0.044444444444444446;0.9647751819173421;0.03281678857151973;0.027813833234273645;0.8576611402529865;0.1510811565075869;0.1314104258682581;16.0;0.13333333333333333
557;[510, 558];0.9649835134111187;0.0340185500585737;0.03788111818454143;0.8982444017039272;0.12181148252849962;0.09999999999999999;17.0;0.08888888888888889;0.9941482710648061;0.005773492445899314;0.006747681699286017;0.9566504715755689;0.04270672693661933;0.02291786366398547;17.0;0.06666666666666667;0.9694581302995652;0.02914939915091659;0.026029568407310077;0.8441150748420817;0.1587359356990499;0.15515679140756947;16.0;0.11111111111111112
558;[511, 559];0.9649835134111187;0.0340185500585737;0.03788111818454143;0.944007477192058;0.05302369343549271;0.028595479208968308;17.0;0.08888888888888889;0.99566885041333;0.004317087184806331;0.0032875665865834004;0.944007477192058;0.05302369343549271;0.028595479208968308;17.0;0.06666666666666667;0.9694581302995652;0.02914939915091659;0.026029568407310077;0.8441150748420817;0.1587359356990499;0.15515679140756947;16.0;0.11111111111111112
559;[512, 560];0.9649835134111187;0.0340185500585737;0.03788111818454143;0.8982444017039272;0.12181148252849962;0.09999999999999999;17.0;0.08888888888888889;0.997189429761854;0.0028562065249190033;0.001560799341836759;0.944007477192058;0.05302369343549271;0.028595479208968308;17.0;0.06666666666666667;0.9694581302995652;0.02914939915091659;0.026029568407310077;0.8204962472123668;0.1701302089148274;0.1750980587470676;16.0;0.11111111111111112
560;[513, 561];0.9649835134111187;0.0340185500585737;0.03788111818454143;0.8635571681993488;0.14324384275544563;0.12588217313656283;17.0;0.08888888888888889;0.997189429761854;0.0028562065249190033;0.001560799341836759;0.9566504715755689;0.04270672693661957;0.03842939779872145;17.0;0.06666666666666667;0.9694581302995652;0.02914939915091659;0.026029568407310077;0.8441150748420817;0.1587359356990499;0.15515679140756947;16.0;0.11111111111111112
561;[514, 562];0.9649835134111187;0.0340185500585737;0.03788111818454143;0.8856014073204163;0.13030509801016818;0.11719876782219181;17.0;0.08888888888888889;0.997189429761854;0.0028562065249190033;0.001560799341836759;0.9566504715755689;0.04270672693661933;0.02291786366398547;17.0;0.06666666666666667;0.9694581302995652;0.02914939915091659;0.026029568407310077;0.8576611402529865;0.1510811565075869;0.1314104258682581;16.0;0.11111111111111112
562;[515, 563];0.9739456119148281;0.02586719124284229;0.029122831838054638;0.8440884782421348;0.15855819953232728;0.1772598579149277;17.0;0.08888888888888889;0.99566885041333;0.004317087184806331;0.0026062140954381547;0.9024945481137767;0.08743076962144639;0.12393424501416969;17.0;0.06666666666666667;0.9727179165742913;0.02606635560133765;0.021890058256871;0.9546444483376649;0.04329880445251307;0.03395860375336986;16.0;0.11111111111111112
563;[516, 564];0.9702749069908772;0.028843071041205808;0.03514952202159385;0.9371817816183551;0.06242652599135106;0.07145311798163272;17.0;0.08888888888888889;0.99566885041333;0.004317087184806331;0.0032875665865834004;0.9024945481137767;0.08743076962144639;0.12393424501416969;17.0;0.06666666666666667;0.9727179165742913;0.02606635560133765;0.023418113636942274;0.9890498244170132;0.010496626898348555;0.014431502061949118;16.0;0.11111111111111112
564;[517, 565];0.9725947309701068;0.02702620853017901;0.030426364823845545;0.9371817816183551;0.06242652599135106;0.07145311798163272;17.0;0.08888888888888889;0.9974080573395325;0.0025306220531242205;0.002089489558923103;0.9024945481137766;0.08743076962144639;0.0898011703278034;17.0;0.06666666666666667;0.9647751819173421;0.03281678857151973;0.028609863362782657;0.9890498244170132;0.010496626898348555;0.014431502061949118;16.0;0.11111111111111112
565;[518, 566];0.9725947309701068;0.02702620853017901;0.03282432986951476;0.9440074771920581;0.05302369343549271;0.0895430500338413;17.0;0.08888888888888889;0.9941482710648061;0.00577349244589907;0.005759565049182191;0.8145523430652634;0.17231900802393277;0.2538579713398358;17.0;0.06666666666666667;0.962332172333928;0.035552605267622044;0.02947337051286343;0.8441150748420817;0.1587359356990499;0.3301203444635108;16.0;0.11111111111111112
566;[519, 567];0.9828953293208786;0.016769343668210125;0.017668782479347653;0.9440074771920581;0.05302369343549271;0.0895430500338413;17.0;0.08888888888888889;0.9941482710648061;0.00577349244589907;0.005759565049182191;0.8204962472123667;0.17013020891482739;0.2050721282505743;16.0;0.06666666666666667;0.9656642397714295;0.03305038255206965;0.03084149303442712;0.8785204509214299;0.13468333864757598;0.26225520537527214;16.0;0.08888888888888889
567;[520, 568];0.9828953293208786;0.016769343668210125;0.017668782479347653;0.9440074771920581;0.05302369343549271;0.0895430500338413;17.0;0.06666666666666667;0.9941482710648061;0.00577349244589907;0.005759565049182191;0.7824406587245385;0.1917342066377745;0.22699120611513415;17.0;0.06666666666666667;0.9656642397714295;0.03305038255206965;0.03084149303442712;0.8785204509214299;0.13468333864757598;0.26225520537527214;16.0;0.08888888888888889
568;[521, 569];0.9857667896141238;0.014156591822020581;0.01623087724531583;0.9440074771920581;0.05302369343549271;0.0895430500338413;17.0;0.06666666666666667;0.9974080573395325;0.0025306220531242205;0.002089489558923103;0.8609816190354955;0.11845802399520121;0.1075766988418217;17.0;0.06666666666666667;0.9674034466976319;0.031369870089466345;0.029814123997255755;0.8441150748420817;0.1587359356990499;0.3528230048346381;16.0;0.08888888888888889
569;[522, 570];0.981680015078001;0.01777197596008632;0.022136081141935344;0.9440074771920581;0.05302369343549271;0.0895430500338413;17.0;0.06666666666666667;0.9989286366880564;0.0010644469417277573;0.001088166942529386;0.9024945481137767;0.08743076962144639;0.07566278786721671;17.0;0.06666666666666667;0.9720141139170796;0.027146441100113897;0.024045479451421027;0.9337851376692216;0.06368767510851198;0.10538717518194127;16.0;0.08888888888888889
570;[523, 571];0.9842462102656001;0.0155831811106515;0.01898668025840305;0.956650471575569;0.04270672693661934;0.05487357646028503;17.0;0.06666666666666667;0.9974080573395325;0.0025306220531239763;0.003816256803669744;0.8640197266773723;0.1178401222720609;0.09096114680898959;18.0;0.06666666666666667;0.9834192220042033;0.01603461709802137;0.01442386877858959;0.9890498244170134;0.0104966268983488;0.0036078755154872796;16.0;0.08888888888888889
571;[524, 572];0.9842462102656;0.015583181110651498;0.021609149235053523;0.9202390722583168;0.07371028253262966;0.08981137949147965;16.0;0.06666666666666667;0.9941482710648061;0.00577349244589907;0.007945758726946315;0.9151375424972876;0.0781069856660928;0.0829789537567214;17.0;0.06666666666666667;0.9834192220042033;0.01603461709802137;0.01442386877858959;0.9371817816183551;0.06242652599135037;0.040513010305782415;17.0;0.08888888888888889
572;[525, 573];0.9842462102656;0.015583181110651498;0.021609149235053523;0.9546444483376652;0.04329880445251285;0.053385116984462105;16.0;0.08888888888888889;0.9941482710648061;0.00577349244589907;0.007945758726946315;0.9024945481137767;0.08743076962144639;0.07566278786721671;17.0;0.08888888888888889;0.9849398013527273;0.014609963076501678;0.011255890479907344;0.9371817816183551;0.06242652599135037;0.040513010305782415;17.0;0.08888888888888889
573;[526, 574];0.9842462102656;0.015583181110651498;0.021609149235053523;0.9337851376692216;0.06368767510851198;0.08985582266663408;16.0;0.08888888888888889;0.9941482710648061;0.00577349244589907;0.007945758726946315;0.9151375424972876;0.0781069856660928;0.0829789537567214;17.0;0.08888888888888889;0.9927973901200847;0.006985363080915749;0.0056049186713067346;0.9371817816183551;0.06242652599135037;0.040513010305782415;17.0;0.06666666666666667
574;[527, 575];0.9842462102656;0.015583181110651498;0.021609149235053523;0.9337851376692216;0.06368767510851198;0.08985582266663408;16.0;0.06666666666666667;0.99566885041333;0.004317087184805844;0.005580391179982418;0.944007477192058;0.05302369343549271;0.05147186257614296;17.0;0.08888888888888889;0.99566885041333;0.004317087184806331;0.004167013437274914;0.944007477192058;0.05302369343549224;0.022876383367174652;17.0;0.044444444444444446
